,Al2O3,As2O3,B2O3,BaO,BeO,Bi2O3,CaO,CdO,CoO,Cs2O,CuO,Fe2O3,FeO,Ga2O3,GeO2,HfO2,K2O,La2O3,Li2O,MgO,MnO,MoO3,Na2O,Nb2O5,NiO,P2O5,PbO,Rb2O,Sb2O3,SiO2,SrO,Ta2O5,TeO2,TiO2,Tl2O,WO3,Y2O3,ZnO,ZrO2,T,log_visc,ID
3090,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,755.0,12.0,069
702,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,748.0,12.0,070
703,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,838.0,9.0,070
704,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,908.0,7.0,070
3091,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1650.0,0.5,070
3092,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1535.0,1.0,070
3093,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1433.0,1.5,070
3094,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1348.0,2.0,070
3095,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1271.0,2.5,070
3096,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1200.0,3.0,070
3097,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1093.0,4.0,070
3098,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1012.0,5.0,070
3099,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,954.0,6.0,070
3100,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,871.0,8.0,070
3101,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,837.0,9.0,070
3102,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,806.0,10.0,070
3103,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,778.0,11.0,070
3104,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,750.0,12.0,070
705,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,843.0,12.0,071
706,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,913.0,9.0,071
707,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,978.0,7.0,071
3105,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1730.0,0.5,071
3106,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1603.0,1.0,071
3107,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1495.0,1.5,071
3108,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1402.0,2.0,071
3109,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1319.0,2.5,071
3110,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1241.0,3.0,071
3111,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1134.0,4.0,071
3112,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1068.0,5.0,071
3113,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1018.0,6.0,071
3114,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,977.0,7.0,071
3115,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,943.0,8.0,071
3116,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,915.0,9.0,071
3117,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,888.0,10.0,071
3118,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,864.0,11.0,071
3119,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,840.0,12.0,071
9428,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1144.0,4.0,071
9430,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,982.0,6.65,071
9431,0.02,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,940.0,8.0,071
708,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,813.0,12.0,072
709,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,898.0,9.0,072
710,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,963.0,7.0,072
3120,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1675.0,0.0,072
3121,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1578.0,0.5,072
3122,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1490.0,1.0,072
3123,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1410.0,1.5,072
3124,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1344.0,2.0,072
3125,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1281.0,2.5,072
3126,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1224.0,3.0,072
3127,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1130.0,4.0,072
3128,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1061.0,5.0,072
3129,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1007.0,6.0,072
3130,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,965.0,7.0,072
3131,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,931.0,8.0,072
3132,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,899.0,9.0,072
3133,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,869.0,10.0,072
3134,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,838.0,11.0,072
3135,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,812.0,12.0,072
9232,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,810.0,11.45,072
9233,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,822.0,10.82,072
9234,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,827.0,10.57,072
9235,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,845.0,10.01,072
9236,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,848.0,9.76,072
9237,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,853.0,9.59,072
9238,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,859.0,9.37,072
9239,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,870.0,8.95,072
9240,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,887.0,8.6,072
9241,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,890.0,8.32,072
9242,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,905.0,7.615,072
9243,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,921.0,7.23,072
9244,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,940.0,6.77,072
9245,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,987.0,5.82,072
9246,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1002.0,5.61,072
9247,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1013.0,5.36,072
9248,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1052.0,4.69,072
9249,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1068.0,4.48,072
9250,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1168.0,3.39,072
9251,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1195.0,3.1100000000000003,072
9252,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1221.0,2.94,072
9253,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1259.0,2.58,072
9254,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1321.0,2.3,072
